age,gender,split,final,nationality,size,weight
36,M,01:15:09,02:36:05,AU,160.52,62
31,M,01:17:26,02:36:06,DE,160.74,65.7
24,M,01:16:45,02:36:09,IT,169.96,60.3
36,M,01:13:44,02:36:11,IT,162.05,62.5
34,M,01:17:16,02:36:16,DE,169.67,62.5
32,M,01:17:26,02:36:19,DE,166.01,64
29,M,01:16:53,02:36:33,IT,160.24,77.3
27,M,01:17:19,02:36:33,DE,166.04,65.3
26,M,01:16:59,02:36:35,AU,166.4,61.3
33,M,01:15:45,02:36:36,AU,162.66,79.6
30,M,01:16:33,02:36:42,DE,162.54,67
31,M,01:14:55,02:36:42,AU,163.7,76.6
29,M,01:16:40,02:36:42,IT,164.36,76.1
31,M,01:16:46,02:36:43,AU,169.56,79.6
23,M,01:14:12,02:36:44,DE,160.94,62.7
37,M,01:16:23,02:36:45,DE,167.62,62.7
26,M,01:16:07,02:36:49,AU,167.76,76.2
24,M,01:16:47,02:36:50,IT,165.45,65.9
36,M,01:10:04,02:36:50,DE,162.3,67.3
31,M,01:15:27,02:37:03,AU,166.99,61.5
41,M,01:16:19,02:37:05,IT,161.41,63.6
26,M,01:17:46,02:37:05,AU,169.76,62.2
26,M,01:17:20,02:37:20,IT,165.51,64.1
45,M,01:16:57,02:37:20,DE,161.33,66.6
30,M,01:16:27,02:37:23,DE,169.92,62.6
36,M,01:16:56,02:37:25,DE,163.03,63.1
31,M,01:13:59,02:37:32,DE,161.09,65.5
31,M,01:13:06,02:37:45,IT,161.57,76
33,M,01:17:31,02:37:53,IT,163.61,73.6
40,M,01:16:21,02:37:54,IT,161,63
37,M,01:10:10,02:37:56,AU,162.92,64
34,M,01:19:46,02:36:00,AU,167.42,77.4
32,M,01:15:30,02:36:01,IT,169.6,63.9
33,M,01:19:03,02:36:02,DE,161.99,67.6
36,M,01:17:26,02:36:12,AU,163.26,65.3
32,M,01:12:19,02:36:22,DE,161.66,67
40,M,01:17:41,02:36:29,AU,169.06,62.2
26,M,01:16:14,02:36:52,IT,165.24,61.1
31,M,01:17:42,02:36:54,DE,162.95,67.7
22,M,01:19:04,02:36:55,DE,160.6,91.3
46,M,01:14:53,02:36:59,DE,161.07,63.9
26,M,01:13:30,02:39:04,DE,161.19,62
29,M,01:20:33,02:39:07,DE,162.94,62.6
26,M,01:17:46,02:39:06,AU,162.71,60.5
32,M,01:17:30,02:39:12,AU,162.3,63.4
31,W,01:17:06,02:39:15,AU,144.6,46.2
31,M,01:16:54,02:39:19,DE,162.63,63.1
27,M,01:19:23,02:39:21,DE,163.53,65.5
22,M,01:17:25,02:39:29,AU,166.19,60.2
30,M,01:16:47,02:39:36,AU,161.77,61.5
37,M,01:15:40,02:39:44,DE,162.67,62.5
26,M,01:14:07,02:39:50,IT,163.64,79.2
40,M,01:16:24,02:39:51,AU,164.71,61.1
44,M,01:16:59,02:39:52,DE,169.26,67.1
23,M,01:16:46,02:39:56,AU,162.2,79.9
40,M,01:17:56,02:39:59,AU,166.16,61.6
23,M,01:16:15,02:39:59,IT,161.53,61
40,M,01:19:26,02:40:01,DE,162.91,65.9
46,M,01:15:09,02:40:03,AU,166.23,79.3
32,M,01:17:44,02:40:04,AU,166.05,76.9
26,M,01:21:02,02:40:05,DE,163.25,90.3
27,M,01:19:37,02:40:07,AU,166.27,64.1
40,M,01:19:01,02:40:09,AU,167.95,65
31,M,01:19:46,02:40:09,DE,161.72,66.1
40,M,01:17:47,02:40:11,DE,162.19,62.5
23,W,01:20:25,02:40:12,AU,145.63,41.2
36,M,01:19:53,02:40:15,IT,160.51,64.7
33,M,01:16:50,02:40:26,DE,161.04,64.3
30,M,01:16:52,02:40:31,DE,164.53,90
31,M,01:16:35,02:40:32,AU,162.31,62.7
26,M,01:16:02,02:40:41,DE,169.43,62.6
24,M,01:16:35,02:40:47,IT,165.99,76.1
53,M,01:15:11,02:40:49,DE,160.1,67.9
37,M,01:17:57,02:40:51,DE,163.24,66.3
34,M,01:17:42,02:40:53,IT,164.93,63.6
31,M,01:17:57,02:40:56,DE,163.5,62
42,M,01:20:09,02:41:00,AU,162.1,62.4
41,M,01:19:46,02:41:16,DE,160.97,92.6
33,W,01:16:19,02:41:16,IT,153.36,49.1
44,M,01:19:12,02:41:17,AU,162.92,62.9
31,M,01:14:57,02:41:17,AU,161.14,73.6
36,M,01:16:39,02:41:25,DE,164.57,90.4
44,M,01:19:34,02:41:26,AU,163.54,77.3
34,M,01:16:47,02:41:32,IT,167.11,79.9
39,M,01:14:44,02:41:33,AU,166.64,62.1
30,M,01:16:26,02:41:36,DE,161.15,90.6
40,M,01:16:15,02:41:59,AU,163.05,63.4
32,M,01:17:29,02:42:01,AU,164.34,64.9
16,W,01:16:03,02:42:06,DE,155.44,62
40,M,01:17:46,02:42:06,DE,161.91,93.2
25,M,01:19:00,02:42:06,IT,166.39,61.9
31,M,01:15:20,02:42:10,AU,165.66,62.6
44,M,01:19:47,02:42:10,IT,162.59,60
34,M,01:20:32,02:42:14,DE,163.36,93.9
42,M,01:16:46,02:42:14,DE,164.62,66.7
27,M,01:17:49,02:42:15,DE,169.16,62.6
36,M,01:20:06,02:42:19,IT,163.11,64.5
27,W,01:22:19,02:42:23,AU,146.52,43.2
27,M,01:17:49,02:42:27,DE,162.99,66.2
27,M,01:22:16,02:42:27,DE,169.66,90.6
40,M,01:20:40,02:42:33,DE,165.64,63.6
33,M,01:20:04,02:42:34,IT,160.21,64.4
33,M,01:16:06,02:42:35,IT,161,67.4
32,M,01:25:19,02:42:35,DE,162.01,64.7
25,M,01:20:04,02:42:36,IT,167.66,79.5
36,M,01:16:24,02:42:37,IT,169.54,76.5
24,M,01:16:21,02:42:36,DE,164.12,90.1
29,M,01:20:31,02:42:39,IT,162.23,61.2
30,M,01:16:09,02:42:41,AU,163.5,79.6
27,M,01:19:50,02:42:42,IT,161.39,61.5
25,M,01:20:50,02:42:42,DE,161.76,62.7
40,M,01:16:42,02:42:44,AU,166.46,64.4
36,M,01:21:25,02:42:46,DE,169.95,66
31,M,01:21:50,02:42:46,IT,169.71,77.7
36,M,01:19:13,02:42:50,DE,161.63,62.6
36,M,01:17:13,02:42:51,AU,165.3,60.4
41,M,01:19:56,02:42:54,DE,161.46,67.7
29,M,01:20:16,02:43:00,IT,166.51,62.6
57,M,01:19:05,02:43:06,IT,169.77,61.1
44,M,01:20:23,02:43:17,AU,164.71,77.3
27,M,01:15:19,02:43:16,IT,164.16,66.3
52,M,01:20:44,02:43:25,AU,161.34,76.7
44,M,01:20:41,02:43:30,AU,169.49,62.6
40,M,01:20:31,02:43:30,IT,162.62,62.7
36,M,01:20:03,02:43:32,AU,164.96,62.4
32,M,01:20:34,02:43:34,IT,164.45,61.9
31,M,01:16:50,02:43:34,DE,162.15,63.4
27,W,01:21:03,02:43:36,DE,155.26,56.6
52,M,01:19:26,02:43:37,DE,163.62,65.4
30,M,01:16:37,02:43:36,DE,164.66,67.2
31,W,01:16:51,02:43:40,IT,156.26,51.4
41,M,01:19:07,02:43:40,DE,161.03,67.2
29,M,01:19:46,02:43:41,IT,163.29,77
33,M,01:19:17,02:43:41,AU,160.26,63.7
27,M,01:16:22,02:43:43,AU,166.24,62.7
29,W,01:20:46,02:43:43,IT,153.49,45.6
45,M,01:16:03,02:43:46,AU,162.64,76.3
32,M,01:20:25,02:43:49,AU,169.59,60.2
49,M,01:20:02,02:43:55,AU,164.55,67.3
34,M,01:19:42,02:43:57,AU,165.75,79.6
31,M,01:17:36,02:44:03,IT,169.46,62.9
39,M,01:16:57,02:44:06,IT,169.76,61.7
26,M,01:16:41,02:44:10,AU,162.65,61.1
24,M,01:19:01,02:44:10,DE,169.34,67
50,M,01:19:53,02:44:13,AU,167.12,62.3
25,M,01:20:26,02:44:16,DE,164.26,67.1
30,M,01:17:20,02:44:16,IT,165.92,60.4
31,M,01:16:15,02:44:21,DE,169.16,60.1
29,M,01:21:31,02:44:22,IT,166.42,61.3
46,M,01:19:56,02:44:23,IT,160.54,61.5
24,M,01:15:31,02:44:29,DE,162.61,62.4
26,M,01:19:05,02:44:34,AU,164.77,62.6
34,M,01:16:30,02:44:36,IT,162.65,60.6
24,M,01:20:09,02:44:44,IT,166.07,76.9
42,M,01:20:31,02:44:47,AU,165.56,76.9
24,M,01:16:49,02:44:46,DE,162.24,65.2
31,M,01:21:02,02:44:51,IT,165.45,76.6
24,M,01:20:44,02:44:56,IT,162.14,62
44,M,01:22:46,02:45:00,DE,165.03,67.7
32,M,01:16:16,02:45:02,IT,166.19,63.4
30,W,01:20:55,02:45:02,AU,145.9,50.6
37,M,01:16:06,02:45:04,AU,166.24,62.1
32,M,01:16:44,02:45:06,DE,166.03,90.5
31,M,01:23:44,02:45:13,AU,163.91,60.6
45,M,01:21:13,02:45:14,DE,163.46,65.5
27,M,01:16:06,02:45:19,AU,169.26,61.2
27,M,01:22:22,02:45:23,DE,162.99,67.4
27,M,01:16:26,02:45:24,DE,160.76,64
25,M,01:16:01,02:45:25,AU,164.12,65.6
49,M,01:20:34,02:45:25,IT,166.77,61.6
37,M,01:19:36,02:45:27,AU,160.56,77.6
39,M,01:22:49,02:45:26,IT,160.61,76.1
31,M,01:19:50,02:45:35,IT,163.37,65.4
32,M,01:20:15,02:45:36,DE,164.61,65.5
40,M,01:19:07,02:45:41,AU,164.04,76.2
31,M,01:16:47,02:45:41,AU,167.14,79.1
33,M,01:20:56,02:45:42,IT,165.53,76.7
36,M,01:22:05,02:45:45,DE,165.76,64.4
39,M,01:22:37,02:45:46,DE,169.75,92.2
34,M,01:20:06,02:45:50,AU,163.92,79.2
41,M,01:20:12,02:45:54,AU,166.15,64.5
22,M,01:15:56,02:45:54,DE,161.26,66.6
39,M,01:20:40,02:45:56,IT,160.76,62.6
43,M,01:16:11,02:45:56,IT,169.52,65.6
31,M,01:22:00,02:45:57,IT,169.73,60.6
32,M,01:15:20,02:45:56,AU,166.14,60.5
36,M,01:19:30,02:45:59,AU,165.75,63.2
26,M,01:20:14,02:46:00,AU,166.22,60.4
31,M,01:21:43,02:46:00,DE,161.69,90.1
29,M,01:15:47,02:46:00,AU,160.66,65.1
39,M,01:19:16,02:46:12,IT,161.07,67
36,M,01:17:41,02:46:13,DE,162.21,67.5
31,M,01:20:34,02:46:20,AU,169.29,65.4
31,M,01:21:13,02:46:20,IT,165.61,61.5
36,M,01:22:47,02:46:26,DE,169.36,65
41,M,01:21:43,02:46:34,DE,160.25,67.7
43,M,01:20:14,02:46:36,DE,162.1,64
33,M,01:20:36,02:46:36,IT,167.61,60
39,W,01:21:00,02:46:46,AU,144.61,50.1
32,M,01:17:37,02:46:47,IT,167.07,60.3
23,M,01:13:40,02:46:47,IT,167.96,79.6
30,W,01:21:29,02:46:46,DE,154.66,57.9
31,M,01:23:43,02:46:46,IT,162.69,62.2
23,W,01:20:46,02:46:50,AU,144.66,49.6
49,M,01:22:17,02:46:51,DE,169.65,62.4
36,M,01:21:55,02:46:51,IT,162.99,79.2
41,M,01:16:34,02:46:52,DE,164.96,63
42,M,01:21:43,02:47:00,DE,163.35,67.6
36,M,01:22:23,02:47:00,AU,160.96,63.1
36,M,01:24:03,02:47:06,DE,162.16,64.5
32,M,01:17:41,02:47:14,IT,166.16,60
27,M,01:21:40,02:47:16,AU,166.36,60.3
46,M,01:20:30,02:47:22,DE,161.75,62
41,M,01:14:49,02:47:22,IT,164.04,60.3
39,M,01:22:40,02:47:25,IT,162.62,64
40,M,01:19:21,02:47:25,AU,166.47,66.2
30,M,01:21:36,02:47:26,IT,165.66,61.2
25,M,01:20:23,02:47:26,IT,164.36,77.7
26,M,01:23:24,02:47:31,DE,163.96,90
27,M,01:22:10,02:47:33,DE,163.26,92
27,M,01:14:52,02:47:34,DE,162.23,93.3
37,M,01:22:00,02:47:36,AU,167.66,60.7
45,M,01:22:52,02:47:37,DE,161.77,62.9
41,M,01:22:03,02:47:37,IT,166.06,62
37,M,01:16:06,02:47:37,AU,167.94,60.7
29,M,01:21:30,02:47:39,DE,162.16,64.9
33,M,01:22:21,02:47:40,IT,169.06,91.6
40,M,01:20:31,02:47:42,IT,167.95,63.7
37,M,01:16:52,02:47:44,DE,161.65,67
39,W,01:20:53,02:47:45,AU,145.11,45.6
44,M,01:23:37,02:47:46,AU,166.59,76.5
37,M,01:19:19,02:47:49,IT,165.73,79.2
26,M,01:24:09,02:47:50,IT,160.94,60.4
44,M,01:25:37,02:47:51,IT,166.2,79
31,M,01:20:43,02:47:51,DE,169.39,62.4
31,M,01:23:06,02:47:52,AU,167.36,62.1
26,M,01:24:51,02:47:59,AU,160.11,62.5
37,M,01:21:26,02:46:02,IT,169.53,76
47,M,01:23:27,02:46:03,DE,162.36,63.4
29,M,01:21:20,02:46:06,DE,162.5,90.6
45,M,01:23:06,02:46:07,IT,165.76,67.1
40,M,01:21:50,02:46:06,IT,167.96,64.6
26,M,01:21:57,02:46:09,DE,164.66,91.9
29,M,01:19:03,02:46:10,IT,166.16,60
47,M,01:23:24,02:46:11,DE,160.53,90.2
32,M,01:22:17,02:46:16,IT,163.03,60.7
40,M,01:22:19,02:46:16,IT,167.95,60.1
40,M,01:21:56,02:46:16,IT,160.49,75
39,M,01:19:56,02:46:20,DE,161.33,64.5
26,M,01:23:22,02:46:21,DE,160.4,93
34,M,01:17:36,02:46:24,AU,166.03,61.3
36,M,01:21:00,02:46:26,IT,166.24,62.5
31,M,01:20:37,02:46:26,IT,169.63,76.1
56,M,01:21:13,02:46:30,IT,163.2,63.4
44,M,01:22:10,02:46:31,AU,162.29,64.6
31,M,01:14:35,02:46:31,IT,162.6,65.6
34,M,01:25:35,02:46:34,DE,163.59,62.9
43,M,01:24:12,02:46:37,AU,169.65,65.2
24,M,01:21:09,02:46:42,IT,166.74,60.3
36,M,01:22:26,02:46:44,DE,160.22,92.5
26,M,01:17:09,02:46:45,IT,161.22,62.6
45,M,01:24:57,02:46:47,AU,161.73,67.2
45,M,01:23:34,02:46:46,IT,162.53,63.1
25,M,01:25:44,02:46:56,AU,165.16,61.4
26,M,01:16:36,02:46:56,DE,161.26,93.2
33,M,01:24:00,02:46:56,DE,164.44,65.7
33,M,01:22:50,02:49:00,IT,165.2,64
36,M,01:15:49,02:49:00,AU,160.49,79.7
24,M,01:22:35,02:49:02,DE,161.61,62.6
37,M,01:22:03,02:49:02,DE,161.06,65.7
40,M,01:22:36,02:49:02,DE,169.19,63.1
36,M,01:20:26,02:49:03,AU,165.71,60.4
40,M,01:22:57,02:49:07,AU,167.95,64.2
34,M,01:23:34,02:49:09,DE,161.05,66.5
30,M,01:23:59,02:49:10,DE,160.62,90.2
31,M,01:23:29,02:49:10,DE,163.63,90.6
41,M,01:19:02,02:49:12,AU,166.75,63.5
44,M,01:21:01,02:49:13,AU,164.44,67.3
57,M,01:21:57,02:49:16,DE,163.66,62.4
36,M,01:21:47,02:49:20,DE,161.79,67.4
27,M,01:22:31,02:49:23,IT,164.11,76
30,M,01:20:14,02:49:27,IT,160.61,61.2
26,W,01:22:12,02:49:29,DE,154.91,61.6
46,M,01:22:56,02:49:29,IT,167.31,62.9
37,M,01:17:03,02:49:31,AU,166.47,60.5
45,M,01:22:27,02:49:31,AU,161.36,61.6
21,M,01:23:40,02:49:34,IT,161.56,76.5
32,M,01:22:22,02:49:34,DE,163.04,63.4
49,M,01:22:00,02:49:36,AU,166.32,63.7
27,M,01:24:32,02:49:36,IT,166.76,66.5
22,M,01:20:35,02:49:37,AU,165.26,62.4
26,M,01:22:16,02:49:40,IT,161.06,61.7
25,W,01:16:00,02:49:41,DE,153.47,56.6
40,M,01:23:23,02:49:46,AU,161.26,62.2
43,M,01:21:41,02:49:46,AU,162.94,61.1
52,M,01:23:05,02:49:49,IT,160.27,76.6
23,M,01:15:55,02:49:50,IT,166.13,62.9
41,M,01:19:34,02:49:51,IT,161.95,63.3
41,M,01:24:05,02:49:51,IT,160.99,79.7
51,M,01:23:47,02:49:56,DE,161.31,61.6
37,M,01:24:22,02:49:56,DE,161.14,67.7
34,M,01:22:07,02:49:56,AU,163.21,62.9
47,M,01:24:50,02:50:04,AU,166.69,61.6
49,M,01:22:00,02:50:06,DE,163.63,65.5
41,M,01:23:36,02:50:06,AU,163.47,76.3
37,M,01:19:50,02:50:09,DE,166.6,67.7
36,M,01:20:59,02:50:10,DE,161.44,90.9
30,M,01:22:46,02:50:11,DE,164.14,90.4
43,M,01:21:30,02:50:14,IT,165.93,62.3
46,M,01:24:00,02:50:14,IT,163.72,65
42,M,01:21:24,02:50:16,IT,169.33,63.2
37,M,01:16:27,02:50:17,IT,162.94,79.3
51,M,01:24:10,02:50:19,IT,160.53,60.9
37,M,01:21:06,02:50:20,DE,169.43,92.6
24,M,01:23:52,02:50:21,DE,160.15,67
49,M,01:22:50,02:50:22,AU,166.05,61.7
36,W,01:24:26,02:50:23,AU,146.49,49.6
36,M,01:25:35,02:50:24,IT,165.62,62.1
32,M,01:23:21,02:50:26,DE,169.66,65.1
43,M,01:22:56,02:50:26,IT,163.42,61.1
36,M,01:23:06,02:50:29,AU,161.21,60.1
27,M,01:16:15,02:50:29,IT,163.65,61.3
42,M,01:22:21,02:50:29,IT,160.79,76.1
46,M,01:22:25,02:50:29,DE,165.72,64.1
23,M,01:17:11,02:50:30,AU,160.62,65.2
36,M,01:25:20,02:50:32,DE,169.47,94.6
29,M,01:23:43,02:50:32,DE,162.3,67
32,M,01:16:56,02:50:36,DE,166.62,62.6
29,M,01:15:17,02:50:40,DE,162.26,64
40,M,01:21:46,02:50:47,DE,160.72,66.1
49,M,01:24:49,02:50:46,DE,162.7,64.9
26,M,01:23:01,02:50:50,AU,169.06,75.6
24,M,01:20:40,02:50:53,IT,169.66,64.5
34,W,01:24:13,02:50:53,DE,154.94,62.3
34,M,01:19:47,02:50:55,AU,160,61.7
40,M,01:25:17,02:50:57,AU,163.66,77.6
30,M,01:25:17,02:50:57,DE,161.76,66.2
20,M,01:21:46,02:50:57,DE,166.22,64.6
27,M,01:21:05,02:50:56,IT,166.71,64.7
36,M,01:22:30,02:51:00,IT,165.61,76.6
39,M,01:21:50,02:51:01,IT,165.2,77
26,M,01:20:33,02:51:01,IT,160.42,65.1
33,M,01:20:24,02:51:01,AU,159.65,61.6
39,M,01:23:36,02:51:01,DE,163.16,93.2
41,M,01:23:35,02:51:03,DE,165.76,90.4
41,M,01:24:03,02:51:03,DE,163.26,67.4
26,M,01:24:34,02:51:05,DE,161.52,91.2
31,M,01:23:54,02:51:06,AU,166.2,79.1
34,M,01:17:57,02:51:10,AU,163.35,79.1
30,M,01:22:13,02:51:11,AU,161.66,64.9
39,M,01:24:31,02:51:15,AU,166.36,75.6
26,M,01:26:00,02:51:16,IT,162.06,67.3
41,M,01:22:12,02:51:17,IT,162.36,65.4
40,M,01:24:45,02:51:17,DE,166.05,66.6
27,M,01:20:35,02:51:19,AU,163.95,67.3
37,M,01:22:17,02:51:19,DE,162.44,64.1
36,M,01:22:39,02:51:20,AU,160.46,79.9
39,M,01:20:57,02:51:21,DE,160.6,93.2
41,W,01:24:16,02:51:25,IT,155.62,53.3
52,M,01:23:09,02:51:26,IT,164.31,77.2
42,M,01:25:35,02:51:27,DE,161.11,62.6
36,M,01:23:36,02:51:26,DE,166.69,62
31,M,01:25:06,02:51:29,IT,165.33,64.7
42,M,01:23:25,02:51:29,IT,164.06,62
26,M,01:23:52,02:51:31,DE,165.77,62.2
41,M,01:22:21,02:51:32,DE,161.26,62.4
42,M,01:21:49,02:51:33,IT,160.66,76.5
36,W,01:22:16,02:51:34,IT,157.51,50.9
46,M,01:23:37,02:51:35,DE,160.14,63.1
30,M,01:22:43,02:51:36,DE,162.07,62.7
33,M,01:23:52,02:51:36,IT,166.07,66.1
34,M,01:22:44,02:51:40,IT,166,65.7
21,M,01:23:34,02:51:41,IT,164.25,62
44,M,01:19:33,02:51:41,AU,166.51,60.5
50,M,01:22:24,02:51:42,DE,167.62,90.6
40,M,01:23:57,02:51:42,AU,164.67,62.2
40,M,01:24:54,02:51:44,IT,169.79,61.1
31,M,01:22:30,02:51:47,DE,163.05,62.9
26,M,01:23:01,02:51:49,DE,160.25,64.3
36,M,01:24:29,02:51:51,AU,162.96,61.5
26,M,01:23:46,02:51:52,IT,166.73,76.7
33,M,01:21:22,02:51:54,AU,160.74,60.9
21,M,01:20:04,02:51:55,AU,167.77,62.6
26,M,01:22:53,02:51:57,IT,160.1,61.4
31,W,01:25:52,02:51:56,DE,154.56,60.1
39,M,01:23:17,02:51:56,IT,164.27,64.6
42,M,01:19:36,02:51:59,AU,160.55,65.6
34,M,01:23:33,02:51:59,DE,166.64,60.4
46,M,01:24:50,02:51:59,AU,166.42,76.2
22,W,01:25:11,02:52:01,IT,153.7,41.5
33,M,01:25:40,02:52:06,IT,166.75,63.2
