location;time_of_measurement;counted_pedestrians;type;incidents
Münsterplatz , Ulm;2020-03-30 10:42:24 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 10:44:52 +0200;27;regular;""
Münsterplatz , Ulm;2020-03-30 10:45:38 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 10:49:41 +0200;34;regular;""
Münsterplatz , Ulm;2020-03-30 10:54:36 +0200;22;regular;""
Münsterplatz , Ulm;2020-03-30 10:59:32 +0200;5;regular;""
Münsterplatz , Ulm;2020-03-30 10:59:35 +0200;23;regular;""
Münsterplatz , Ulm;2020-03-30 11:04:36 +0200;28;regular;""
Münsterplatz , Ulm;2020-03-30 11:09:01 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 11:09:47 +0200;36;regular;""
Münsterplatz , Ulm;2020-03-30 11:13:29 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 11:14:51 +0200;43;regular;""
Münsterplatz , Ulm;2020-03-30 11:15:40 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 11:19:34 +0200;23;regular;""
Münsterplatz , Ulm;2020-03-30 11:23:12 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 11:24:47 +0200;31;regular;""
Münsterplatz , Ulm;2020-03-30 11:29:23 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 11:29:31 +0200;19;regular;""
Münsterplatz , Ulm;2020-03-30 11:34:26 +0200;17;regular;""
Münsterplatz , Ulm;2020-03-30 11:34:26 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 11:38:21 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 11:39:59 +0200;25;regular;""
Münsterplatz , Ulm;2020-03-30 11:44:56 +0200;45;regular;""
Münsterplatz , Ulm;2020-03-30 11:46:45 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 11:49:59 +0200;33;regular;""
Münsterplatz , Ulm;2020-03-30 11:50:13 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 11:54:50 +0200;51;regular;""
Münsterplatz , Ulm;2020-03-30 11:59:19 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 11:59:50 +0200;40;regular;""
Münsterplatz , Ulm;2020-03-30 12:04:48 +0200;26;regular;""
Münsterplatz , Ulm;2020-03-30 12:05:11 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 12:09:59 +0200;49;regular;""
Münsterplatz , Ulm;2020-03-30 12:14:51 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 12:14:52 +0200;37;regular;""
Münsterplatz , Ulm;2020-03-30 12:19:37 +0200;44;regular;""
Münsterplatz , Ulm;2020-03-30 12:19:37 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 12:21:52 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 12:24:56 +0200;45;regular;""
Münsterplatz , Ulm;2020-03-30 12:25:35 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 12:29:45 +0200;52;regular;""
Münsterplatz , Ulm;2020-03-30 12:33:37 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 12:34:59 +0200;54;regular;""
Münsterplatz , Ulm;2020-03-30 12:38:52 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 12:39:42 +0200;47;regular;""
Münsterplatz , Ulm;2020-03-30 12:43:15 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 12:44:55 +0200;50;regular;""
Münsterplatz , Ulm;2020-03-30 12:49:57 +0200;43;regular;""
Münsterplatz , Ulm;2020-03-30 12:54:48 +0200;49;regular;""
Münsterplatz , Ulm;2020-03-30 12:59:35 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 12:59:50 +0200;34;regular;""
Münsterplatz , Ulm;2020-03-30 13:04:50 +0200;28;regular;""
Münsterplatz , Ulm;2020-03-30 13:09:55 +0200;42;regular;""
Münsterplatz , Ulm;2020-03-30 13:09:55 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 13:14:54 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 13:14:55 +0200;33;regular;""
Münsterplatz , Ulm;2020-03-30 13:19:28 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 13:19:58 +0200;65;regular;""
Münsterplatz , Ulm;2020-03-30 13:24:01 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 13:24:54 +0200;39;regular;""
Münsterplatz , Ulm;2020-03-30 13:27:57 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 13:29:56 +0200;53;regular;""
Münsterplatz , Ulm;2020-03-30 13:34:11 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 13:34:54 +0200;35;regular;""
Münsterplatz , Ulm;2020-03-30 13:38:06 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 13:39:51 +0200;26;regular;""
Münsterplatz , Ulm;2020-03-30 13:42:43 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 13:44:54 +0200;46;regular;""
Münsterplatz , Ulm;2020-03-30 13:49:37 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 13:49:59 +0200;41;regular;""
Münsterplatz , Ulm;2020-03-30 13:54:03 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 13:54:57 +0200;39;regular;""
Münsterplatz , Ulm;2020-03-30 13:59:46 +0200;31;regular;""
Münsterplatz , Ulm;2020-03-30 14:01:09 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 14:04:52 +0200;40;regular;""
Münsterplatz , Ulm;2020-03-30 14:05:02 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 14:09:25 +0200;33;regular;""
Münsterplatz , Ulm;2020-03-30 14:14:55 +0200;39;regular;""
Münsterplatz , Ulm;2020-03-30 14:19:57 +0200;35;regular;""
Münsterplatz , Ulm;2020-03-30 14:24:40 +0200;60;regular;""
Münsterplatz , Ulm;2020-03-30 14:27:44 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 14:29:59 +0200;39;regular;""
Münsterplatz , Ulm;2020-03-30 14:34:42 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 14:34:43 +0200;27;regular;""
Münsterplatz , Ulm;2020-03-30 14:39:13 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 14:39:56 +0200;29;regular;""
Münsterplatz , Ulm;2020-03-30 14:40:17 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 14:44:58 +0200;38;regular;""
Münsterplatz , Ulm;2020-03-30 14:49:28 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 14:49:51 +0200;41;regular;""
Münsterplatz , Ulm;2020-03-30 14:51:36 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 14:54:59 +0200;49;regular;""
Münsterplatz , Ulm;2020-03-30 14:59:42 +0200;7;regular;""
Münsterplatz , Ulm;2020-03-30 14:59:59 +0200;55;regular;""
Münsterplatz , Ulm;2020-03-30 15:09:58 +0200;39;regular;""
Münsterplatz , Ulm;2020-03-30 15:13:34 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 15:14:59 +0200;25;regular;""
Münsterplatz , Ulm;2020-03-30 15:15:54 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 15:19:57 +0200;54;regular;""
Münsterplatz , Ulm;2020-03-30 15:20:01 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 15:24:57 +0200;52;regular;""
Münsterplatz , Ulm;2020-03-30 15:29:32 +0200;5;regular;""
Münsterplatz , Ulm;2020-03-30 15:29:45 +0200;43;regular;""
Münsterplatz , Ulm;2020-03-30 15:34:46 +0200;39;regular;""
Münsterplatz , Ulm;2020-03-30 15:37:47 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 15:39:46 +0200;32;regular;""
Münsterplatz , Ulm;2020-03-30 15:43:53 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 15:44:49 +0200;47;regular;""
Münsterplatz , Ulm;2020-03-30 15:49:41 +0200;40;regular;""
Münsterplatz , Ulm;2020-03-30 15:53:37 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 15:54:56 +0200;42;regular;""
Münsterplatz , Ulm;2020-03-30 15:59:07 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 15:59:57 +0200;37;regular;""
Münsterplatz , Ulm;2020-03-30 16:04:54 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 16:04:55 +0200;45;regular;""
Münsterplatz , Ulm;2020-03-30 16:08:51 +0200;5;regular;""
Münsterplatz , Ulm;2020-03-30 16:09:58 +0200;36;regular;""
Münsterplatz , Ulm;2020-03-30 16:14:47 +0200;53;regular;""
Münsterplatz , Ulm;2020-03-30 16:14:47 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 16:19:26 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 16:19:59 +0200;53;regular;""
Münsterplatz , Ulm;2020-03-30 16:22:27 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 16:24:53 +0200;39;regular;""
Münsterplatz , Ulm;2020-03-30 16:27:51 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 16:29:30 +0200;41;regular;""
Münsterplatz , Ulm;2020-03-30 16:34:54 +0200;29;regular;""
Münsterplatz , Ulm;2020-03-30 16:34:54 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 16:35:29 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 16:39:49 +0200;46;regular;""
Münsterplatz , Ulm;2020-03-30 16:44:56 +0200;33;regular;""
Münsterplatz , Ulm;2020-03-30 16:48:27 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 16:49:58 +0200;54;regular;""
Münsterplatz , Ulm;2020-03-30 16:54:56 +0200;45;regular;""
Münsterplatz , Ulm;2020-03-30 16:59:19 +0200;5;regular;""
Münsterplatz , Ulm;2020-03-30 16:59:54 +0200;53;regular;""
Münsterplatz , Ulm;2020-03-30 17:00:31 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 17:04:57 +0200;39;regular;""
Münsterplatz , Ulm;2020-03-30 17:08:53 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 17:09:39 +0200;32;regular;""
Münsterplatz , Ulm;2020-03-30 17:11:48 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 17:14:54 +0200;45;regular;""
Münsterplatz , Ulm;2020-03-30 17:16:30 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 17:19:56 +0200;57;regular;""
Münsterplatz , Ulm;2020-03-30 17:21:18 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 17:24:35 +0200;53;regular;""
Münsterplatz , Ulm;2020-03-30 17:27:13 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 17:29:59 +0200;37;regular;""
Münsterplatz , Ulm;2020-03-30 17:34:16 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 17:34:59 +0200;47;regular;""
Münsterplatz , Ulm;2020-03-30 17:35:43 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 17:39:46 +0200;41;regular;""
Münsterplatz , Ulm;2020-03-30 17:44:53 +0200;42;regular;""
Münsterplatz , Ulm;2020-03-30 17:46:54 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 17:49:49 +0200;42;regular;""
Münsterplatz , Ulm;2020-03-30 17:52:15 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 17:54:47 +0200;47;regular;""
Münsterplatz , Ulm;2020-03-30 17:59:59 +0200;44;regular;""
Münsterplatz , Ulm;2020-03-30 18:02:19 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 18:04:44 +0200;44;regular;""
Münsterplatz , Ulm;2020-03-30 18:09:26 +0200;34;regular;""
Münsterplatz , Ulm;2020-03-30 18:14:16 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 18:14:55 +0200;38;regular;""
Münsterplatz , Ulm;2020-03-30 18:16:32 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 18:19:54 +0200;41;regular;""
Münsterplatz , Ulm;2020-03-30 18:21:48 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 18:24:48 +0200;26;regular;""
Münsterplatz , Ulm;2020-03-30 18:28:51 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 18:29:40 +0200;30;regular;""
Münsterplatz , Ulm;2020-03-30 18:32:29 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 18:34:58 +0200;32;regular;""
Münsterplatz , Ulm;2020-03-30 18:38:58 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 18:39:48 +0200;32;regular;""
Münsterplatz , Ulm;2020-03-30 18:44:49 +0200;25;regular;""
Münsterplatz , Ulm;2020-03-30 18:49:54 +0200;33;regular;""
Münsterplatz , Ulm;2020-03-30 18:54:50 +0200;36;regular;""
Münsterplatz , Ulm;2020-03-30 18:59:43 +0200;8;regular;""
Münsterplatz , Ulm;2020-03-30 18:59:59 +0200;47;regular;""
Münsterplatz , Ulm;2020-03-30 19:04:41 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 19:04:49 +0200;35;regular;""
Münsterplatz , Ulm;2020-03-30 19:05:57 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 19:09:57 +0200;23;regular;""
Münsterplatz , Ulm;2020-03-30 19:13:57 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 19:14:41 +0200;34;regular;""
Münsterplatz , Ulm;2020-03-30 19:19:55 +0200;27;regular;""
Münsterplatz , Ulm;2020-03-30 19:24:48 +0200;30;regular;""
Münsterplatz , Ulm;2020-03-30 19:29:15 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 19:29:43 +0200;14;regular;""
Münsterplatz , Ulm;2020-03-30 19:34:48 +0200;19;regular;""
Münsterplatz , Ulm;2020-03-30 19:39:58 +0200;21;regular;""
Münsterplatz , Ulm;2020-03-30 19:40:14 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 19:44:30 +0200;21;regular;""
Münsterplatz , Ulm;2020-03-30 19:49:40 +0200;20;regular;""
Münsterplatz , Ulm;2020-03-30 19:53:38 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 19:54:55 +0200;27;regular;""
Münsterplatz , Ulm;2020-03-30 19:59:04 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 19:59:36 +0200;17;regular;""
Münsterplatz , Ulm;2020-03-30 20:04:04 +0200;15;regular;""
Münsterplatz , Ulm;2020-03-30 20:09:15 +0200;9;regular;""
Münsterplatz , Ulm;2020-03-30 20:14:28 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 20:14:29 +0200;13;regular;""
Münsterplatz , Ulm;2020-03-30 20:19:50 +0200;13;regular;""
Münsterplatz , Ulm;2020-03-30 20:24:22 +0200;16;regular;""
Münsterplatz , Ulm;2020-03-30 20:29:44 +0200;16;regular;""
Münsterplatz , Ulm;2020-03-30 20:34:11 +0200;8;regular;""
Münsterplatz , Ulm;2020-03-30 20:39:09 +0200;10;regular;""
Münsterplatz , Ulm;2020-03-30 20:44:55 +0200;10;regular;""
Münsterplatz , Ulm;2020-03-30 20:49:27 +0200;9;regular;""
Münsterplatz , Ulm;2020-03-30 20:52:12 +0200;7;regular;""
Münsterplatz , Ulm;2020-03-30 20:56:50 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 20:59:41 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 21:01:15 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 21:09:24 +0200;5;regular;""
Münsterplatz , Ulm;2020-03-30 21:17:55 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 21:23:46 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 21:26:03 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 21:32:46 +0200;7;regular;""
Münsterplatz , Ulm;2020-03-30 21:39:59 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 21:41:21 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 21:42:12 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-30 21:46:40 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 21:51:12 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 22:02:53 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 22:14:01 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 22:19:58 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 22:25:42 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 22:33:22 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 22:39:35 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 22:52:46 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 22:59:55 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 23:12:22 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 23:16:57 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 23:24:45 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 23:30:05 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-30 23:38:35 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 23:44:46 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-30 23:49:04 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 23:50:28 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-30 23:55:23 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 00:03:14 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 00:07:57 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 00:21:22 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 01:36:50 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 01:42:36 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 01:48:14 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 01:56:32 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 02:14:46 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 04:02:13 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 04:16:18 +0200;9;regular;""
Münsterplatz , Ulm;2020-03-31 04:33:22 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 04:55:44 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 05:00:36 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 05:19:34 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 05:24:22 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-31 05:31:12 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 05:38:49 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 05:47:24 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 05:54:02 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 05:55:42 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 06:01:14 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-31 06:08:51 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 06:12:30 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 06:14:56 +0200;9;regular;""
Münsterplatz , Ulm;2020-03-31 06:18:55 +0200;3;regular;""
Münsterplatz , Ulm;2020-03-31 06:24:24 +0200;6;regular;""
Münsterplatz , Ulm;2020-03-31 06:29:31 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 06:32:52 +0200;4;regular;""
Münsterplatz , Ulm;2020-03-31 06:39:57 +0200;7;regular;""
Münsterplatz , Ulm;2020-03-31 06:44:36 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 06:49:58 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 06:54:00 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 06:59:57 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 07:03:31 +0200;8;regular;""
Münsterplatz , Ulm;2020-03-31 07:03:43 +0200;2;regular;""
Münsterplatz , Ulm;2020-03-31 07:09:40 +0200;9;regular;""
Münsterplatz , Ulm;2020-03-31 07:13:33 +0200;8;regular;""
Münsterplatz , Ulm;2020-03-31 07:19:00 +0200;6;regular;""
Münsterplatz , Ulm;2020-03-31 07:24:14 +0200;11;regular;""
Münsterplatz , Ulm;2020-03-31 07:25:01 +0200;1;regular;""
Münsterplatz , Ulm;2020-03-31 07:28:27 +0200;12;regular;""
Münsterplatz , Ulm;2020-03-31 07:33:02 +0200;5;regular;""
Münsterplatz , Ulm;2020-03-31 07:39:09 +0200;7;regular;""
Münsterplatz , Ulm;2020-03-31 07:44:32 +0200;9;regular;""
Münsterplatz , Ulm;2020-03-31 07:49:45 +0200;12;regular;""
Münsterplatz , Ulm;2020-03-31 07:54:13 +0200;7;regular;""
Münsterplatz , Ulm;2020-03-31 07:59:01 +0200;7;regular;""
Münsterplatz , Ulm;2020-03-31 08:04:35 +0200;14;regular;""
