location;time_of_measurement;counted_pedestrians;type;incidents
Münsterplatz , Ulm;2020-03-09 07:29:57 +0100;14;regular;""
Münsterplatz , Ulm;2020-03-09 07:34:52 +0100;53;regular;""
Münsterplatz , Ulm;2020-03-09 07:39:59 +0100;31;regular;""
Münsterplatz , Ulm;2020-03-09 07:44:27 +0100;30;regular;""
Münsterplatz , Ulm;2020-03-09 07:49:47 +0100;40;regular;""
Münsterplatz , Ulm;2020-03-09 07:54:49 +0100;29;regular;""
Münsterplatz , Ulm;2020-03-09 07:58:53 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 07:59:55 +0100;40;regular;""
Münsterplatz , Ulm;2020-03-09 08:03:58 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 08:04:50 +0100;25;regular;""
Münsterplatz , Ulm;2020-03-09 08:08:26 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 08:09:41 +0100;28;regular;""
Münsterplatz , Ulm;2020-03-09 08:14:04 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 08:14:46 +0100;28;regular;""
Münsterplatz , Ulm;2020-03-09 08:19:51 +0100;21;regular;""
Münsterplatz , Ulm;2020-03-09 08:24:56 +0100;23;regular;""
Münsterplatz , Ulm;2020-03-09 08:27:02 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 08:29:49 +0100;35;regular;""
Münsterplatz , Ulm;2020-03-09 08:33:55 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 08:34:59 +0100;29;regular;""
Münsterplatz , Ulm;2020-03-09 08:39:01 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 08:39:48 +0100;34;regular;""
Münsterplatz , Ulm;2020-03-09 08:42:56 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 08:44:51 +0100;46;regular;""
Münsterplatz , Ulm;2020-03-09 08:47:50 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 08:49:56 +0100;59;regular;""
Münsterplatz , Ulm;2020-03-09 08:52:42 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 08:54:54 +0100;31;regular;""
Münsterplatz , Ulm;2020-03-09 08:59:22 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 08:59:54 +0100;44;regular;""
Münsterplatz , Ulm;2020-03-09 09:03:53 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 09:04:58 +0100;40;regular;""
Münsterplatz , Ulm;2020-03-09 09:09:34 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 09:09:39 +0100;20;regular;""
Münsterplatz , Ulm;2020-03-09 09:14:04 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 09:14:57 +0100;29;regular;""
Münsterplatz , Ulm;2020-03-09 09:19:49 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 09:19:50 +0100;31;regular;""
Münsterplatz , Ulm;2020-03-09 09:24:47 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 09:24:48 +0100;42;regular;""
Münsterplatz , Ulm;2020-03-09 09:29:55 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 09:29:58 +0100;42;regular;""
Münsterplatz , Ulm;2020-03-09 09:33:01 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 09:34:57 +0100;38;regular;""
Münsterplatz , Ulm;2020-03-09 09:37:32 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 09:39:56 +0100;48;regular;""
Münsterplatz , Ulm;2020-03-09 09:44:01 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 09:44:59 +0100;42;regular;""
Münsterplatz , Ulm;2020-03-09 09:49:55 +0100;52;regular;""
Münsterplatz , Ulm;2020-03-09 09:54:42 +0100;44;regular;""
Münsterplatz , Ulm;2020-03-09 09:55:19 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 09:59:53 +0100;44;regular;""
Münsterplatz , Ulm;2020-03-09 10:04:10 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 10:04:45 +0100;59;regular;""
Münsterplatz , Ulm;2020-03-09 10:09:46 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 10:09:48 +0100;44;regular;""
Münsterplatz , Ulm;2020-03-09 10:14:52 +0100;113;regular;""
Münsterplatz , Ulm;2020-03-09 10:19:26 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 10:19:59 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-09 10:24:56 +0100;61;regular;""
Münsterplatz , Ulm;2020-03-09 10:28:24 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 10:29:46 +0100;57;regular;""
Münsterplatz , Ulm;2020-03-09 10:33:18 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 10:34:59 +0100;131;regular;""
Münsterplatz , Ulm;2020-03-09 10:38:55 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 10:39:54 +0100;74;regular;""
Münsterplatz , Ulm;2020-03-09 10:43:18 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 10:44:58 +0100;107;regular;""
Münsterplatz , Ulm;2020-03-09 10:46:09 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 10:49:59 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-09 10:51:19 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 10:54:54 +0100;75;regular;""
Münsterplatz , Ulm;2020-03-09 10:58:24 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 10:59:59 +0100;95;regular;""
Münsterplatz , Ulm;2020-03-09 11:02:02 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 11:04:50 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-09 11:09:32 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 11:09:57 +0100;78;regular;""
Münsterplatz , Ulm;2020-03-09 11:12:39 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 11:14:59 +0100;75;regular;""
Münsterplatz , Ulm;2020-03-09 11:16:11 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 11:19:50 +0100;72;regular;""
Münsterplatz , Ulm;2020-03-09 11:24:57 +0100;69;regular;""
Münsterplatz , Ulm;2020-03-09 11:24:59 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 11:28:23 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 11:29:53 +0100;113;regular;""
Münsterplatz , Ulm;2020-03-09 11:34:21 +0100;19;regular;""
Münsterplatz , Ulm;2020-03-09 11:34:59 +0100;124;regular;""
Münsterplatz , Ulm;2020-03-09 11:38:34 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 11:39:55 +0100;111;regular;""
Münsterplatz , Ulm;2020-03-09 11:44:33 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 11:44:51 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-09 11:48:09 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 11:49:46 +0100;104;regular;""
Münsterplatz , Ulm;2020-03-09 11:51:24 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 11:54:55 +0100;81;regular;""
Münsterplatz , Ulm;2020-03-09 11:59:56 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-09 11:59:56 +0100;85;regular;""
Münsterplatz , Ulm;2020-03-09 12:04:43 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 12:04:59 +0100;77;regular;""
Münsterplatz , Ulm;2020-03-09 12:08:47 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 12:09:58 +0100;84;regular;""
Münsterplatz , Ulm;2020-03-09 12:14:32 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 12:14:48 +0100;118;regular;""
Münsterplatz , Ulm;2020-03-09 12:18:29 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-09 12:19:58 +0100;109;regular;""
Münsterplatz , Ulm;2020-03-09 12:23:44 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 12:24:58 +0100;120;regular;""
Münsterplatz , Ulm;2020-03-09 12:28:30 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 12:29:59 +0100;86;regular;""
Münsterplatz , Ulm;2020-03-09 12:31:56 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 12:34:57 +0100;88;regular;""
Münsterplatz , Ulm;2020-03-09 12:37:48 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 12:39:58 +0100;127;regular;""
Münsterplatz , Ulm;2020-03-09 12:44:15 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 12:44:59 +0100;88;regular;""
Münsterplatz , Ulm;2020-03-09 12:48:27 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 12:49:57 +0100;120;regular;""
Münsterplatz , Ulm;2020-03-09 12:54:16 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 12:54:59 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-09 12:57:21 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 12:59:58 +0100;137;regular;""
Münsterplatz , Ulm;2020-03-09 13:04:56 +0100;161;regular;""
Münsterplatz , Ulm;2020-03-09 13:04:56 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 13:08:42 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 13:09:58 +0100;194;regular;""
Münsterplatz , Ulm;2020-03-09 13:14:41 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-09 13:14:58 +0100;107;regular;""
Münsterplatz , Ulm;2020-03-09 13:16:56 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 13:19:59 +0100;102;regular;""
Münsterplatz , Ulm;2020-03-09 13:24:43 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 13:24:58 +0100;106;regular;""
Münsterplatz , Ulm;2020-03-09 13:29:39 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 13:29:59 +0100;153;regular;""
Münsterplatz , Ulm;2020-03-09 13:33:48 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-09 13:34:55 +0100;93;regular;""
Münsterplatz , Ulm;2020-03-09 13:39:28 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 13:39:54 +0100;101;regular;""
Münsterplatz , Ulm;2020-03-09 13:44:19 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 13:44:59 +0100;121;regular;""
Münsterplatz , Ulm;2020-03-09 13:47:47 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 13:49:58 +0100;89;regular;""
Münsterplatz , Ulm;2020-03-09 13:52:03 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 13:54:53 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-09 13:57:06 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 13:59:55 +0100;93;regular;""
Münsterplatz , Ulm;2020-03-09 14:01:51 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 14:04:58 +0100;91;regular;""
Münsterplatz , Ulm;2020-03-09 14:09:16 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 14:09:58 +0100;69;regular;""
Münsterplatz , Ulm;2020-03-09 14:14:36 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-09 14:14:58 +0100;72;regular;""
Münsterplatz , Ulm;2020-03-09 14:17:23 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 14:19:47 +0100;68;regular;""
Münsterplatz , Ulm;2020-03-09 14:24:19 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-09 14:24:53 +0100;74;regular;""
Münsterplatz , Ulm;2020-03-09 14:29:29 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 14:29:56 +0100;74;regular;""
Münsterplatz , Ulm;2020-03-09 14:32:06 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 14:34:56 +0100;93;regular;""
Münsterplatz , Ulm;2020-03-09 14:39:07 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 14:39:57 +0100;94;regular;""
Münsterplatz , Ulm;2020-03-09 14:43:54 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 14:44:56 +0100;92;regular;""
Münsterplatz , Ulm;2020-03-09 14:49:18 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-09 14:49:57 +0100;86;regular;""
Münsterplatz , Ulm;2020-03-09 14:52:41 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 14:54:46 +0100;92;regular;""
Münsterplatz , Ulm;2020-03-09 14:59:53 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 14:59:56 +0100;101;regular;""
Münsterplatz , Ulm;2020-03-09 15:03:30 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 15:04:54 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-09 15:09:24 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 15:09:56 +0100;88;regular;""
Münsterplatz , Ulm;2020-03-09 15:10:31 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 15:14:56 +0100;114;regular;""
Münsterplatz , Ulm;2020-03-09 15:18:32 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 15:19:56 +0100;84;regular;""
Münsterplatz , Ulm;2020-03-09 15:23:29 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 15:24:59 +0100;113;regular;""
Münsterplatz , Ulm;2020-03-09 15:28:50 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 15:29:58 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-09 15:34:34 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-09 15:34:52 +0100;104;regular;""
Münsterplatz , Ulm;2020-03-09 15:39:59 +0100;84;regular;""
Münsterplatz , Ulm;2020-03-09 15:39:59 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 15:44:23 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-09 15:44:41 +0100;76;regular;""
Münsterplatz , Ulm;2020-03-09 15:48:51 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 15:49:59 +0100;69;regular;""
Münsterplatz , Ulm;2020-03-09 15:54:43 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 15:54:56 +0100;72;regular;""
Münsterplatz , Ulm;2020-03-09 15:58:36 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 15:59:59 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-09 16:02:48 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 16:04:52 +0100;72;regular;""
Münsterplatz , Ulm;2020-03-09 16:09:41 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-09 16:09:50 +0100;83;regular;""
Münsterplatz , Ulm;2020-03-09 16:14:31 +0100;55;regular;""
Münsterplatz , Ulm;2020-03-09 16:14:31 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 16:19:44 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-09 16:19:56 +0100;97;regular;""
Münsterplatz , Ulm;2020-03-09 16:21:30 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 16:24:54 +0100;89;regular;""
Münsterplatz , Ulm;2020-03-09 16:29:18 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 16:29:47 +0100;86;regular;""
Münsterplatz , Ulm;2020-03-09 16:34:48 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-09 16:34:59 +0100;98;regular;""
Münsterplatz , Ulm;2020-03-09 16:39:48 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 16:39:58 +0100;87;regular;""
Münsterplatz , Ulm;2020-03-09 16:44:54 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-09 16:44:57 +0100;86;regular;""
Münsterplatz , Ulm;2020-03-09 16:47:27 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-09 16:49:37 +0100;103;regular;""
Münsterplatz , Ulm;2020-03-09 16:54:08 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 16:54:58 +0100;114;regular;""
Münsterplatz , Ulm;2020-03-09 16:55:51 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 16:59:50 +0100;92;regular;""
Münsterplatz , Ulm;2020-03-09 17:04:57 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 17:04:57 +0100;98;regular;""
Münsterplatz , Ulm;2020-03-09 17:08:11 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 17:09:58 +0100;107;regular;""
Münsterplatz , Ulm;2020-03-09 17:13:30 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 17:14:58 +0100;108;regular;""
Münsterplatz , Ulm;2020-03-09 17:18:58 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 17:19:58 +0100;100;regular;""
Münsterplatz , Ulm;2020-03-09 17:22:13 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 17:24:59 +0100;101;regular;""
Münsterplatz , Ulm;2020-03-09 17:29:44 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-09 17:29:56 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-09 17:34:12 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 17:34:56 +0100;92;regular;""
Münsterplatz , Ulm;2020-03-09 17:39:35 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 17:39:50 +0100;116;regular;""
Münsterplatz , Ulm;2020-03-09 17:43:11 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 17:44:56 +0100;105;regular;""
Münsterplatz , Ulm;2020-03-09 17:48:49 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-09 17:49:57 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-09 17:54:33 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-09 17:54:59 +0100;83;regular;""
Münsterplatz , Ulm;2020-03-09 17:59:37 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-09 17:59:52 +0100;99;regular;""
Münsterplatz , Ulm;2020-03-09 18:04:54 +0100;67;regular;""
Münsterplatz , Ulm;2020-03-09 18:09:35 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 18:09:59 +0100;110;regular;""
Münsterplatz , Ulm;2020-03-09 18:11:46 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 18:14:53 +0100;86;regular;""
Münsterplatz , Ulm;2020-03-09 18:19:30 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 18:19:53 +0100;95;regular;""
Münsterplatz , Ulm;2020-03-09 18:20:50 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 18:24:53 +0100;73;regular;""
Münsterplatz , Ulm;2020-03-09 18:29:47 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 18:29:49 +0100;93;regular;""
Münsterplatz , Ulm;2020-03-09 18:34:31 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 18:34:59 +0100;96;regular;""
Münsterplatz , Ulm;2020-03-09 18:37:51 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 18:39:45 +0100;76;regular;""
Münsterplatz , Ulm;2020-03-09 18:44:02 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 18:44:58 +0100;64;regular;""
Münsterplatz , Ulm;2020-03-09 18:49:39 +0100;54;regular;""
Münsterplatz , Ulm;2020-03-09 18:49:39 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 18:53:21 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 18:54:51 +0100;76;regular;""
Münsterplatz , Ulm;2020-03-09 18:58:16 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 18:59:52 +0100;65;regular;""
Münsterplatz , Ulm;2020-03-09 19:04:43 +0100;57;regular;""
Münsterplatz , Ulm;2020-03-09 19:09:58 +0100;49;regular;""
Münsterplatz , Ulm;2020-03-09 19:14:57 +0100;55;regular;""
Münsterplatz , Ulm;2020-03-09 19:19:57 +0100;55;regular;""
Münsterplatz , Ulm;2020-03-09 19:24:46 +0100;54;regular;""
Münsterplatz , Ulm;2020-03-09 19:26:20 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 19:29:42 +0100;37;regular;""
Münsterplatz , Ulm;2020-03-09 19:33:52 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 19:34:39 +0100;52;regular;""
Münsterplatz , Ulm;2020-03-09 19:39:41 +0100;37;regular;""
Münsterplatz , Ulm;2020-03-09 19:44:55 +0100;40;regular;""
Münsterplatz , Ulm;2020-03-09 19:49:58 +0100;34;regular;""
Münsterplatz , Ulm;2020-03-09 19:53:05 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 19:54:53 +0100;41;regular;""
Münsterplatz , Ulm;2020-03-09 19:59:54 +0100;25;regular;""
Münsterplatz , Ulm;2020-03-09 20:04:49 +0100;23;regular;""
Münsterplatz , Ulm;2020-03-09 20:09:58 +0100;49;regular;""
Münsterplatz , Ulm;2020-03-09 20:13:34 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 20:14:56 +0100;24;regular;""
Münsterplatz , Ulm;2020-03-09 20:17:47 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 20:19:57 +0100;35;regular;""
Münsterplatz , Ulm;2020-03-09 20:20:02 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 20:24:47 +0100;21;regular;""
Münsterplatz , Ulm;2020-03-09 20:29:52 +0100;16;regular;""
Münsterplatz , Ulm;2020-03-09 20:31:13 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 20:33:52 +0100;17;regular;""
Münsterplatz , Ulm;2020-03-09 20:39:53 +0100;16;regular;""
Münsterplatz , Ulm;2020-03-09 20:44:33 +0100;24;regular;""
Münsterplatz , Ulm;2020-03-09 20:45:30 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 20:49:51 +0100;21;regular;""
Münsterplatz , Ulm;2020-03-09 20:53:59 +0100;17;regular;""
Münsterplatz , Ulm;2020-03-09 20:59:23 +0100;17;regular;""
Münsterplatz , Ulm;2020-03-09 21:04:48 +0100;17;regular;""
Münsterplatz , Ulm;2020-03-09 21:09:52 +0100;14;regular;""
Münsterplatz , Ulm;2020-03-09 21:14:42 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-09 21:19:44 +0100;11;regular;""
Münsterplatz , Ulm;2020-03-09 21:22:28 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 21:24:59 +0100;12;regular;""
Münsterplatz , Ulm;2020-03-09 21:28:57 +0100;21;regular;""
Münsterplatz , Ulm;2020-03-09 21:34:51 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 21:39:06 +0100;8;regular;""
Münsterplatz , Ulm;2020-03-09 21:49:34 +0100;24;regular;""
Münsterplatz , Ulm;2020-03-09 21:54:29 +0100;10;regular;""
Münsterplatz , Ulm;2020-03-09 22:00:35 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 22:04:14 +0100;7;regular;""
Münsterplatz , Ulm;2020-03-09 22:09:03 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-09 22:10:47 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 22:14:12 +0100;20;regular;""
Münsterplatz , Ulm;2020-03-09 22:19:40 +0100;9;regular;""
Münsterplatz , Ulm;2020-03-09 22:22:39 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 22:38:18 +0100;6;regular;""
Münsterplatz , Ulm;2020-03-09 22:42:42 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 22:44:37 +0100;3;regular;""
Münsterplatz , Ulm;2020-03-09 22:49:02 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 22:52:57 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 22:59:40 +0100;1;regular;""
Münsterplatz , Ulm;2020-03-09 23:02:49 +0100;5;regular;""
Münsterplatz , Ulm;2020-03-09 23:07:41 +0100;2;regular;""
Münsterplatz , Ulm;2020-03-09 23:18:54 +0100;4;regular;""
Münsterplatz , Ulm;2020-03-09 23:23:06 +0100;1;regular;""
